EF_W_FACILITY_OVERVIEW.FACILITY_NAME,EF_W_FACILITY_OVERVIEW.FACILITY_ID,EF_W_FACILITY_OVERVIEW.REPORTING_YEAR,EF_W_FACILITY_OVERVIEW.TABLE_NUM,EF_W_FACILITY_OVERVIEW.TABLE_DESC,EF_W_FACILITY_OVERVIEW.INDUSTRY_SEGMENT,EF_W_FACILITY_OVERVIEW.BASIN_ASSOCIATED_WITH_FACILITY,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FROM_WELLS,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.OIL_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.SUB_BASIN_COUNTY,EF_W_FACILITY_OVERVIEW.SUB_BASIN_FORMATION_TYPE,EF_W_FACILITY_OVERVIEW.SUB_BASIN_IDENTIFIER,EF_W_FACILITY_OVERVIEW.GAS_OIL_WELL_RATIO,EF_W_FACILITY_OVERVIEW.WELL_PRODUCING_END_OF_YEAR,EF_W_FACILITY_OVERVIEW.CH4_AVERAGE_MOLE_FRACTION
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,FREESTONE  TX (161),Other tight reservoir rock,260 - FREESTONE  TX (161) - Other tight reservoir rock,,1528,.9344241
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,FREESTONE  TX (161),Shale gas,260 - FREESTONE  TX (161) - Shale gas,,4,.9622058
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GREGG  TX (183),Oil,260 - GREGG  TX (183) - Oil,31.8506667,10,.8978606
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GREGG  TX (183),Other tight reservoir rock,260 - GREGG  TX (183) - Other tight reservoir rock,,169,.9096464
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),Oil,260 - HARRISON  TX (203) - Oil,39.1316,9,.89895
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),Other tight reservoir rock,260 - HARRISON  TX (203) - Other tight reservoir rock,,134,.9043598
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),Shale gas,260 - HARRISON  TX (203) - Shale gas,,4,.9160977
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HENDERSON  TX (213),Oil,260 - HENDERSON  TX (213) - Oil,19.093,5,.8950122
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HENDERSON  TX (213),Other tight reservoir rock,260 - HENDERSON  TX (213) - Other tight reservoir rock,,279,.933576
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HOUSTON  TX (225),Oil,260 - HOUSTON  TX (225) - Oil,61.4003333,1,.770402
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HOUSTON  TX (225),Other tight reservoir rock,260 - HOUSTON  TX (225) - Other tight reservoir rock,,21,.9707556
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LEON  TX (289),Oil,260 - LEON  TX (289) - Oil,20.472,11,.856628
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LEON  TX (289),Other tight reservoir rock,260 - LEON  TX (289) - Other tight reservoir rock,,155,.9487601
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LIMESTONE  TX (293),Other tight reservoir rock,260 - LIMESTONE  TX (293) - Other tight reservoir rock,,589,.9425871
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LIMESTONE  TX (293),Shale gas,260 - LIMESTONE  TX (293) - Shale gas,,11,.9664176
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,MARION  TX (315),Oil,260 - MARION  TX (315) - Oil,93.4572,8,.8061584
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,MARION  TX (315),Other tight reservoir rock,260 - MARION  TX (315) - Other tight reservoir rock,,7,.8087322
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,NACOGDOCHES  TX (347),Other tight reservoir rock,260 - NACOGDOCHES  TX (347) - Other tight reservoir rock,,233,.9316932
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,NACOGDOCHES  TX (347),Shale gas,260 - NACOGDOCHES  TX (347) - Shale gas,,7,.9648317
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,NAVARRO  TX (349),Oil,260 - NAVARRO  TX (349) - Oil,39.1316,1,.832581
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,NAVARRO  TX (349),Other tight reservoir rock,260 - NAVARRO  TX (349) - Other tight reservoir rock,,2,.8307965
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PANOLA  TX (365),Oil,260 - PANOLA  TX (365) - Oil,27.5325,8,.8588193
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PANOLA  TX (365),Other tight reservoir rock,260 - PANOLA  TX (365) - Other tight reservoir rock,,437,.8631534
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PANOLA  TX (365),Shale gas,260 - PANOLA  TX (365) - Shale gas,,61,.92088
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ROBERTSON  TX (395),Oil,260 - ROBERTSON  TX (395) - Oil,20.5621818,31,.7970052
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ROBERTSON  TX (395),Other tight reservoir rock,260 - ROBERTSON  TX (395) - Other tight reservoir rock,,444,.9505403
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RUSK  TX (401),Oil,260 - RUSK  TX (401) - Oil,10.0015385,17,.8786564
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RUSK  TX (401),Other tight reservoir rock,260 - RUSK  TX (401) - Other tight reservoir rock,,103,.8832323
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SABINE  TX (403),Shale gas,260 - SABINE  TX (403) - Shale gas,,1,.94835
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SAN AUGUSTINE  TX (405),Other tight reservoir rock,260 - SAN AUGUSTINE  TX (405) - Other tight reservoir rock,,3,.9581304
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SAN AUGUSTINE  TX (405),Shale gas,260 - SAN AUGUSTINE  TX (405) - Shale gas,,51,.9565944
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SHELBY  TX (419),Oil,260 - SHELBY  TX (419) - Oil,14.557,2,.9369044
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SHELBY  TX (419),Other tight reservoir rock,260 - SHELBY  TX (419) - Other tight reservoir rock,,149,.9460931
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SHELBY  TX (419),Shale gas,260 - SHELBY  TX (419) - Shale gas,,82,.9589698
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SMITH  TX (423),Oil,260 - SMITH  TX (423) - Oil,39.1316,1,.86098
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SMITH  TX (423),Other tight reservoir rock,260 - SMITH  TX (423) - Other tight reservoir rock,,26,.9595142
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,TITUS  TX (449),Oil,260 - TITUS  TX (449) - Oil,4.2,89,.60344
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,UPSHUR  TX (459),Other tight reservoir rock,260 - UPSHUR  TX (459) - Other tight reservoir rock,,112,.8874328
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,VAN ZANDT  TX (467),Other tight reservoir rock,260 - VAN ZANDT  TX (467) - Other tight reservoir rock,,2,.916101
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WOOD  TX (499),Oil,260 - WOOD  TX (499) - Oil,18.941,314,.428383
XTO Energy Inc 260 East Texas,1008079,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WOOD  TX (499),Other tight reservoir rock,260 - WOOD  TX (499) - Other tight reservoir rock,,21,.8521574
Vine Oil & Gas  LP Arkla Basin,1008081,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DE SOTO  LA (31),Shale gas,230 - DE SOTO  LA (31) - Shale gas,,42,.9505
Vine Oil & Gas  LP Arkla Basin,1008081,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RED RIVER  LA (81),Shale gas,230 - RED RIVER  LA (81) - Shale gas,,126,.9479
Vine Oil & Gas  LP Arkla Basin,1008081,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SABINE  LA (85),Shale gas,230 - SABINE  LA (85) - Shale gas,,34,.9337
CH4-Finley Operating  LLC - Uinta Basin (575) Operations,1008086,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,UINTAH  UT (47),Oil,575 - UINTAH  UT (47) - Oil,1.749,295,.784
CH4-Finley Operating  LLC - Uinta Basin (575) Operations,1008086,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,UINTAH  UT (47),Other tight reservoir rock,575 - UINTAH  UT (47) - Other tight reservoir rock,,4,.784
Bayswater Exploration & Production Denver Basin (540) Operations,1008087,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ADAMS  CO (1),Oil,540 - ADAMS  CO (1) - Oil,5.786,17,.708
Bayswater Exploration & Production Denver Basin (540) Operations,1008087,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ADAMS  CO (1),Other tight reservoir rock,540 - ADAMS  CO (1) - Other tight reservoir rock,,1,.708
Bayswater Exploration & Production Denver Basin (540) Operations,1008087,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ARAPAHOE  CO (5),Oil,540 - ARAPAHOE  CO (5) - Oil,443.2,0,.708
Bayswater Exploration & Production Denver Basin (540) Operations,1008087,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LOGAN  CO (75),Other tight reservoir rock,540 - LOGAN  CO (75) - Other tight reservoir rock,,1,.708
Bayswater Exploration & Production Denver Basin (540) Operations,1008087,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WELD  CO (123),Oil,540 - WELD  CO (123) - Oil,4.656,263,.708
Encana Oil & Gas - Mid-Gulf Coast Basin,1008089,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,AMITE  MS (5),Oil,210 - AMITE  MS (5) - Oil,543.84696,28,.61984
Encana Oil & Gas - Mid-Gulf Coast Basin,1008089,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WILKINSON  MS (157),Oil,210 - WILKINSON  MS (157) - Oil,581.88417,5,.653794
Ovintiv USA Inc - Gulf Coast Basin,1008090,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,EAST FELICIANA  LA (37),Oil,220 - EAST FELICIANA  LA (37) - Oil,0,2,.5605
Ovintiv USA Inc - Gulf Coast Basin,1008090,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,KARNES  TX (255),Oil,220 - KARNES  TX (255) - Oil,1632.14709,437,.72576
Ovintiv USA Inc - Gulf Coast Basin,1008090,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ST HELENA  LA (91),Oil,220 - ST HELENA  LA (91) - Oil,277.00257,3,.54251
Ovintiv USA Inc - Gulf Coast Basin,1008090,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WILSON  TX (493),Oil,220 - WILSON  TX (493) - Oil,847.95889,2,.470502
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DIMMIT  TX (127),Oil,220 - DIMMIT  TX (127) - Oil,2903.7970677,43,.57071
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,FRIO  TX (163),Oil,220 - FRIO  TX (163) - Oil,9744.6237159,21,.50685
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LA SALLE  TX (283),Oil,220 - LA SALLE  TX (283) - Oil,4594.5608033,590,.49849
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WEBB  TX (479),Shale gas,220 - WEBB  TX (479) - Shale gas,,3,.88028
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,ACADIA  LA (1),Oil,220 - ACADIA  LA (1) - Oil,0,1,.876
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CALCASIEU  LA (19),High Permeability Gas,220 - CALCASIEU  LA (19) - High Permeability Gas,,1,.689
